id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20211,Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union ,2,NGC,1,Immigration,0.0,1,0,0,0
20115,New: EPA Approved a Fuel Ingredient Even Though It Could Cause Cancer in Virtually Every Person Exposed Over a Lifetime. An EPA document shows that a new Chevron fuel ingredient has a lifetime cancer risk more than 1 million times higher than what the agency usually finds acceptable.,1,NGC,1,Medicine/Public Health,0.0,1,0,0,0
20055,"Second Pfizer Jab Taken Three Weeks After First Increases Myocarditis, Pericarditis Risk Tenfold https://link.theepochtimes.com/mkt_app/second-pfizer-jab-taken-three-weeks-after-first-increases-myocarditis-pericarditis-risk-tenfold_4553134.html",1,NGC,0,Vaccines,0.0,1,0,0,0
20403,$100M corruption scandal rocks Ukraine and embroils top Zelenskyy ally,3,NGC,1,Ukraine/Russia,0.0,0,0,0,0
20312,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,Global Politics,0.0,0,0,0,0
20373,NEW: King of Denmark waves Palestinian flag from the balcony in support of Palestine.,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20332,Germany Admits Trump Was Right on Borders After Taking in One Million Syrian Refugees,2,NGC,0,Global Politics,0.0,1,0,0,0
20239,"Because of omicron, the Biden administration has decided to leave the U.S. southern border completely open.",2,NGC,0,Immigration,0.0,1,0,0,0
20508,"President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”",3,NGC,0,Iran,0.0,1,0,0,0
20004,"High Blood Pressure Meds Don't Increase COVID-19 Risks, Study Finds",1,NGC,1,Covid,0.0,1,0,0,0
20192,"Trump: Jan. 6th speech drew 'the same number of people' as the 1963 March wehre Martin Luther King Jr. delivered ""I Have a Dream"" speech. ",2,NGC,0,Jan 6th,0.0,0,0,0,0
20410,"Firepower' coming for Ukraine, Hegseth tells NATO",3,NGC,1,Ukraine/Russia,0.0,1,0,0,0
20018,Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is a claim without any scientific basis.,1,NGC,0,Covid,0.0,0,0,0,0
20329,SWEDEN IS ON BRINK OF COLLAPSE… Gun Purchases Are Way Up…Pepper Spray Selling Out…Muslims Beating Non-Muslims On Streets,2,NGC,0,Global Politics,0.0,1,0,0,0
20056,STUDY: Pfizer's COVID-19 Vaccine DOES Lower Men's Sperm Count. ,1,NGC,0,Vaccines,0.0,1,0,0,0
20189,Trump once called Jan. 6th a 'heinous attack.' Now he calls it a 'day of love.',2,NGC,1,Jan 6th,0.0,0,0,0,0
20334,TRUMP: US trade deficit with China is $1 trillion,2,NGC,0,Global Politics,0.0,0,0,0,0
20457,Putin Destroys Adrenochrome Lab in Ukraine,3,NGC,0,Ukraine/Russia,0.0,0,0,0,0
20276,"In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act",2,NGC,1,Political Figures,0.0,0,0,0,0
20275,BOMBSHELL: California Has 1.8M More Registered Voters Than it Should,2,NGC,0,Elections,0.0,1,0,0,0
20130,Miracle: Pfizer Announces They Just So Happened To Finish Monkeypox Vaccine,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20220,REPORT: CBP reports record 2.76 million border encounters in fiscal year 2022,2,NGC,1,Immigration,0.0,0,0,0,0
20129,New Study Links Cancer To Daily Microwave Usage,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20172,"BREAKING: The Supreme Court restores Donald Trump on Colorado's primary ballot, saying the state can't disqualify him over his actions on Jan. 6, 2021.",2,NGC,1,Jan 6th,0.0,1,0,0,0
20133,Baryta Carb slwos progression of childlike regression in Alzheimer's patients.,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20141,"Florida Republicans have introduced a new bill to effectively ban all abortions in the state, with an exception only for circumstances no doctor who is not also a lawyer could comply with. It explicitly bans all abortions for children who are rape victims www.flsenate.gov/Session/Bill...",1,NGC,1,Sexual/Gender Health,0.0,0,0,0,0
20473,U.S. strikes Iranian nuclear sites,3,NGC,1,Iran,0.0,1,0,0,0
20062,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,Vaccines,0.0,0,0,0,0
20078,British Columbia to recriminalize use of drugs in public spaces,1,NGC,1,Drug Crisis,0.0,1,0,0,0
20167,"Mobile phones cook men's sperm, causing drastic sperm reductions in nearly half of those tested",1,NGC,0,Sexual/Gender Health,0.0,1,0,0,0
20058,"MUST READ: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People ",1,NGC,0,Vaccines,0.0,0,0,0,0
20365,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,Palestine/Isreal,0.0,1,0,0,0
20101,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,Drug Crisis,0.0,1,0,0,0
20138,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,Sexual/Gender Health,0.0,1,0,0,0
20406,U.S. sanctions Russia's two largest oil companies,3,NGC,1,Ukraine/Russia,0.0,1,0,0,0
20482,"Britain, France and Germany say Iran has failed to abide by a 2015 deal over its nuclear program, according to Reuters.",3,NGC,1,Iran,0.0,1,0,0,0
20513,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,Iran,0.0,1,0,0,0
20342,The United Nations replaces all 193 country flags with LGBT flags.,2,NGC,0,Global Politics,0.0,1,0,0,0
20446,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20110,"Cancer deaths in the U.S. are falling — with four million deaths prevented since 1991 — according to the American Cancer Society’s annual report, which highlighted declines in smoking, early detection and greatly improved treatments.",1,NGC,1,Medicine/Public Health,0.0,1,0,0,0
20344,Netanyahu’s 'no starvation in Gaza' statement contradicts extensive evidence of hunger crisis,3,NGC,1,Palestine/Isreal,0.0,1,0,0,0
20287,"Sen. Mark Kelly, whose wife Gabby Giffords was shot by a would-be assassin, reflects on Charlie Kirk’s assassination",2,NGC,1,Political Figures,0.0,0,0,0,0
20515,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,Iran,0.0,1,0,0,0
20395,Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20322,U.S. warns of response to ‘witch hunt’ after Brazil’s Bolsonaro sentenced to 27 years,2,NGC,1,Global Politics,0.0,1,0,0,0
20243,"In Georgia, it's illegal to give people water within 150 feet of a polling place and punishable by up to a year in prison.",2,NGC,1,Elections,0.0,1,0,0,0
20412,‘Absolutely unacceptable’: Zelenskyy condemns corruption in energy sector targeted by Russia,3,NGC,1,Ukraine/Russia,0.0,1,0,0,0
20398,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20049,UK Health Security Agency data: COVID-19 vaccine effectiveness against hospitalization remains above 75% for adults 65+ who received updated booster.,1,NGC,1,Vaccines,0.0,0,0,0,0
20421,Ukraine's former parliamentary speaker shot dead,3,NGC,1,Ukraine/Russia,0.0,1,0,0,0
20010,New findings suggest Black people four times as likely to test positive for COVID-19,1,NGC,1,Covid,0.0,0,0,0,0
20011,"Latinx people more vulnerable to COVID-19, US study finds",1,NGC,1,Covid,0.0,1,0,0,0
20128,HEALTH EXCLUSIVE: Hydrochloroquine New Cure for Skin Cancer,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20168,"Planned Parenthood selling “viable nonanomalous” fetuses to University of California, San Diego for experimentation",1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20158,Study: 34% of children put on transgender puberty blockers end up becoming mental cases,1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20366,U.S. vetoes U.N. Security Council resolution demanding immediate Gaza ceasefire and hostage release,3,NGC,1,Palestine/Isreal,0.0,0,0,0,0
20299,Hillary Clinton leaves country as Mueller indictment is announceed,2,NGC,0,Political Figures,0.0,1,0,0,0
20061,"People who have received flu vaccines in the past three to five years will “probably test positive” for COVID-19, sstudy finds.",1,NGC,0,Vaccines,0.0,0,0,0,0
20442,"PRESIDENT VLADIMIR PUTIN RELEASED 35,000 CHILDREN FROM TUNNELS AND SUBWAY IN UKRAINE",3,NGC,0,Ukraine/Russia,0.0,0,0,0,0
20394,Israel bombs Palestinian children trying to get water.,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20389,SCOOP: Ben & Jerry’s now selling “Free Palestine” and “From the River to Sea” ice cream flavors.,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20161,Abortion activists launch airbone 'abortion drone' to air-drop abortion pills to citizens ,1,NGC,0,Sexual/Gender Health,0.0,1,0,0,0
20044,"COVID mRNA vaccines do NOT cause cancer or make cancer return. No scientific evidence suggests ANY vaccine causes cancer. In fact, some vaccines (like HPV & Hepatitis B) help prevent cancer.",1,NGC,1,Vaccines,0.0,1,0,0,0
20431,The Pentagon admits to accidentally sending $6.2 billion to Ukraine.”,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20263,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,Elections,0.0,0,0,0,0
20293,NEWS JUST IN: Barack and Michel Obama 'Locked in Bombshell Divorce of the Century' —And How It Is Set to Cost Power Couple a $70Million Fortune,2,NGC,0,Political Figures,0.0,0,0,0,0
20039,WHO warns of declining global vaccination rates: Coverage dropped from 86% to 81% in past year. Urges renewed focus on equity.,1,NGC,1,Vaccines,0.0,0,0,0,0
20163,Report: Two-pill abortion regimen of mifepristone 22X more dangerous than what the FDA claims,1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20173,EXCLUSIVE: Trump has a new plan to save himself in a Jan 6 prosecution ... blame the whole thing on his insurrectionist lawyers https://www.rollingstone.com/politics/politics-features/donald-trump-jan6-jack-smith-rudy-giuliani-john-eastman-1234798826/,2,NGC,1,Jan 6th,0.0,0,0,0,0
20007,"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",1,NGC,1,Covid,0.0,0,0,0,0
20212,"TRUMP: In 2017, Illegal Immeigration on the U.S.-Mexico border is ""the lowest in 17 years.""",2,NGC,1,Immigration,0.0,0,0,0,0
20380,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,Palestine/Isreal,0.0,0,0,0,0
20067,The second COVID booster has eight strains of HIV.,1,NGC,0,Vaccines,0.0,1,0,0,0
20447,Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20441,Biden threatens to assassinate Ukraine president.,3,NGC,0,Ukraine/Russia,0.0,0,0,0,0
20231,Mexico's Next President Calls for An Invasion Of The US,2,NGC,0,Immigration,0.0,0,0,0,0
20463,"U.N. says Iran executed over 900 people in 2024, including dozens of women",3,NGC,1,Iran,0.0,1,0,0,0
20090,New report: Fentanyl leading cause of death among teens and young adults.,1,NGC,0,Drug Crisis,0.0,0,0,0,0
20486,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.,3,NGC,1,Iran,0.0,0,0,0,0
20031,"Hydroxychloroquine is why Uganda, with a population of 43M, has only 15 COVID-19 deaths.",1,NGC,0,Covid,0.0,0,0,0,0
20008,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,Covid,0.0,0,0,0,0
