id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20342,The United Nations replaces all 193 country flags with LGBT flags.,2,NGC,0,Global Politics,0.0,1,1,1,4
20423,JD Vance says Russia has made 'significant concessions' in Ukraine talks. ,3,NGC,1,Ukraine/Russia,0.0,1,1,1,4
20056,STUDY: Pfizer's COVID-19 Vaccine DOES Lower Men's Sperm Count. ,1,NGC,0,Vaccines,0.0,1,1,1,4
20016,"Loss of smell may suggest milder COVID-19, study finds",1,NGC,1,Covid,0.0,0,1,1,4
20005,Levels of SARS-CoV-2 RNA in Sewage Rose With COVID-19 Cases in Dutch Cities,1,NGC,1,Covid,0.0,1,1,1,4
20282,JD Vance wrote the foreword for Project 2025’s Kevin Roberts’ upcoming book,2,NGC,1,Political Figures,0.0,1,1,1,4
20365,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,Palestine/Isreal,0.0,0,1,1,4
20096,"US drug overdose deaths rise in 2024, according to new report",1,NGC,0,Drug Crisis,0.0,0,1,1,4
20151,BREAKING: PP Pauses Emergency Funding for Abortion Acecess,1,NGC,1,Sexual/Gender Health,0.0,0,1,1,4
20117,"In the 50s and 60s, the Army sprayed a potential carcinogen into the air of a Black St. Louis housing project. The government contends it was harmless.

Residents now are leading the charge seeking compensation and health studies. They say the secretive testing contributed to illnesses and deaths",1,NGC,1,Medicine/Public Health,0.0,1,1,1,4
20156,DISGUSTING: Children's Hospital of Pittsburgh is now putting out promotional videos on puberty blockers for kids.,1,NGC,0,Sexual/Gender Health,0.0,1,1,1,4
20458,Breaking News: Pentagon said we ACCIDENTALLY SENT $6.2 BILLION DOLLARS to UKRAINE. Accounting error. This is straight-up money laundering.,3,NGC,0,Ukraine/Russia,0.0,0,1,1,4
20303,SHOCKING: Justin Trudeau’s plane found filled with cocaine as he lands in India for the G20 summit.,2,NGC,0,Political Figures,0.0,1,1,1,4
20347,"""Palestinians in Gaza are enduring horrifying levels of hunger and suffering” – UN Secretary-General António Guterres",3,NGC,1,Palestine/Isreal,0.0,0,1,1,4
20425,Kim Jong Un praises North Korean soldiers who died for Russia as 'heroes',3,NGC,1,Ukraine/Russia,0.0,0,1,1,4
20162,Study: 1 in 10 women experience a serious health even when using mifepristone to end a pregnancy,1,NGC,0,Sexual/Gender Health,0.0,1,1,1,4
20435,White House Press Secretary Karine Jean-Pierre said the United States and Ukraine won World War II.,3,NGC,0,Ukraine/Russia,0.0,1,1,1,4
20448,Putin Lights “Purifying Fire” to Cleanse Ukraine of Pedophiles,3,NGC,0,Ukraine/Russia,0.0,0,1,1,4
20084,"Quitting smoking associated with recovery from other addictions, study finds.",1,NGC,1,Drug Crisis,0.0,0,1,1,4
20006,"For some cases of long Covid, a new study suggests serotonin reduction is triggered by remnants of the coronavirus lingering in the gut. Depleted serotonin could especially explain memory problems and some neurological and cognitive symptoms, experts say.",1,NGC,1,Covid,0.0,0,1,1,4
20069,"U.S. opioid overdose deaths have quadrupled in the last two decades, and the highest rates are in eight Eastern states, a new study shows. Those states are Connecticut, Illinois, Indiana, Massachusetts, Maryland, Maine, New Hampshire and Ohio. The current wave is associated",1,NGC,1,Drug Crisis,0.0,0,1,1,4
20343,"During the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.",2,NGC,0,Global Politics,0.0,0,1,1,4
20159,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,1,NGC,0,Sexual/Gender Health,0.0,0,1,1,4
20380,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,Palestine/Isreal,0.0,1,1,1,4
20082,"Death toll from drugs has more than doubled worldwide over past three decades, study finds.",1,NGC,1,Drug Crisis,0.0,1,1,1,4
20274,"White Hats Arrest Unnamed PA Election Official for Election Fraud, Treason",2,NGC,0,Elections,0.0,1,1,1,4
20200,"U.S. Capitol Police gave protesters OK to enter, per new video. ",2,NGC,0,Jan 6th,0.0,1,1,1,4
20055,"Second Pfizer Jab Taken Three Weeks After First Increases Myocarditis, Pericarditis Risk Tenfold https://link.theepochtimes.com/mkt_app/second-pfizer-jab-taken-three-weeks-after-first-increases-myocarditis-pericarditis-risk-tenfold_4553134.html",1,NGC,0,Vaccines,0.0,1,1,1,4
20142,STUDY: 11.2% of late-term abortions in Quebec from 1989 to 2021 resulted in live births,1,NGC,1,Sexual/Gender Health,0.0,1,1,1,4
20092,NEW REPORT: Law enforcement personnel deaths from accidental fentanyl overdose surge in 2024. ,1,NGC,0,Drug Crisis,0.0,0,1,1,4
20099,New study finds link between open borders and fentanyl drug deaths,1,NGC,0,Drug Crisis,0.0,0,1,1,4
20321,UK recognizes a Palestinian state despite opposition from the U.S. and Israel,2,NGC,1,Global Politics,0.0,1,1,1,4
20011,"Latinx people more vulnerable to COVID-19, US study finds",1,NGC,1,Covid,0.0,0,1,1,4
20298,Military ARRESTS Hunter Biden!,2,NGC,0,Political Figures,0.0,1,1,1,4
20239,"Because of omicron, the Biden administration has decided to leave the U.S. southern border completely open.",2,NGC,0,Immigration,0.0,1,1,1,4
20030,Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.,1,NGC,0,Covid,0.0,1,1,1,4
20143,"Syphilis Is Killing Babies. The US is Failing to Stop the Disease From Spreading. The only drug to treat syphilis during pregnancy is in short supply. Untreated, syphilis can pass to newborns, killing them or leaving them w/ disabilities. As cases rise, the US isn’t doing much to prevent shortages.",1,NGC,1,Sexual/Gender Health,0.0,1,1,1,4
20509,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.”,3,NGC,0,Iran,0.0,1,1,1,4
20004,"High Blood Pressure Meds Don't Increase COVID-19 Risks, Study Finds",1,NGC,1,Covid,0.0,1,1,1,4
20273,Democrats Reveal BIG CLUE in the BIG STEAL: Operatives Manufactured Votes from Low Income Voters to Steal the Battleground States — Start the Canvassing!,2,NGC,0,Elections,0.0,0,1,1,4
20244,Georgia House passes bill that makes it a misdemeanor to give food or water to voters waiting in line.,2,NGC,1,Elections,1.0,1,1,1,4
20315,Nobel Peace Prize awarded to Venezuela’s María Corina Machado,2,NGC,1,Global Politics,1.0,1,1,1,4
20312,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,Global Politics,0.0,1,1,1,4
20001,"Nearly 20% of People Have Used Bleach on Food Due to COVID-19, report finds.",1,NGC,1,Covid,0.0,1,1,1,4
20264,Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.,2,NGC,0,Elections,0.0,1,1,1,4
20109,CDC: Per- and polyfluoroalkyl substances (PFAS) found in blood of 97% of Americans. ,1,NGC,1,Medicine/Public Health,0.0,0,1,1,4
20012,Donald Trump Says He's Taking Hydroxychloroquine to Prevent Coronavirus in Press Conference,1,NGC,1,Covid,0.0,1,1,1,4
20377,MSNBC airs Gaza 'crisis actor.,3,NGC,0,Palestine/Isreal,0.0,0,1,1,4
20254,"Triggering leftists, Trump's reelection campaign is selling plastic straws.",2,NGC,1,Elections,0.0,1,1,1,4
20062,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,Vaccines,0.0,0,1,1,4
20101,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,Drug Crisis,0.0,1,1,1,4
20008,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,Covid,0.0,1,1,1,4
20407,Trump puts Putin talks on hold as Kremlin launches deadly new attacks on Ukraine,3,NGC,1,Ukraine/Russia,0.0,1,1,1,4
20152,"FDA: Brain Swelling, Permanent Vision Loss in Children Taking Puberty Blockers ",1,NGC,1,Sexual/Gender Health,0.0,1,1,1,4
20358,U.S. said to be prepping to send 200 troops to Israel for Gaza support,3,NGC,1,Palestine/Isreal,0.0,1,1,1,4
20400,(Actress) Candice King calls out Rafah massacre and beheaded babies.,3,NGC,0,Palestine/Isreal,0.0,0,1,1,4
20499,Iran Blamed for Power Grid Disturbance After Major Blackout in Eastern Europe,3,NGC,0,Iran,0.0,0,1,1,4
20258,"Mitch McConnell says ""Joe Biden’s win wasn’t unusually close.""",2,NGC,1,Elections,0.0,0,1,1,4
20515,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,Iran,0.0,0,1,1,4
20277,Joe Biden tells voters he's 'going to beat Joe Biden',2,NGC,1,Political Figures,0.0,1,1,1,4
20138,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,Sexual/Gender Health,0.0,0,1,1,4
20167,"Mobile phones cook men's sperm, causing drastic sperm reductions in nearly half of those tested",1,NGC,0,Sexual/Gender Health,0.0,0,1,1,4
20028,Goodwill Industries International fires all employees due to coronavirus pandemic.,1,NGC,0,Covid,0.0,0,1,1,4
