id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20133,Baryta Carb slwos progression of childlike regression in Alzheimer's patients.,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20141,"Florida Republicans have introduced a new bill to effectively ban all abortions in the state, with an exception only for circumstances no doctor who is not also a lawyer could comply with. It explicitly bans all abortions for children who are rape victims www.flsenate.gov/Session/Bill...",1,NGC,1,Sexual/Gender Health,0.0,0,0,0,0
20051,HPV vaccination rates remain low despite vaccine's proven effectiveness in preventing multiple cancers.,1,NGC,1,Vaccines,1.0,1,0,0,0
20064,NEW STUDY: mRNA vaccine reduces sperm rate for up to five months,1,NGC,0,Vaccines,0.0,1,0,0,0
20062,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,Vaccines,0.0,0,0,0,0
20078,British Columbia to recriminalize use of drugs in public spaces,1,NGC,1,Drug Crisis,0.0,1,0,0,0
20166,"POLITICIZED: Studies find abortion pill mifepristone dangerous, but medical journal retracts data ahead of Supreme Court hearing",1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20167,"Mobile phones cook men's sperm, causing drastic sperm reductions in nearly half of those tested",1,NGC,0,Sexual/Gender Health,0.0,1,0,0,0
20058,"MUST READ: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People ",1,NGC,0,Vaccines,0.0,0,0,0,0
20396,McDonald’s changes its food wrappers to support Israel amid the war.,3,NGC,0,Palestine/Isreal,0.0,0,0,0,0
20101,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,Drug Crisis,1.0,1,0,0,0
20359,Secretary of State Marco Rubio says ongoing Gaza peace negotiations are 'not yet' the end of the war,3,NGC,1,Palestine/Isreal,0.0,0,0,0,0
20138,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,Sexual/Gender Health,1.0,1,0,0,0
20482,"Britain, France and Germany say Iran has failed to abide by a 2015 deal over its nuclear program, according to Reuters.",3,NGC,1,Iran,1.0,1,0,0,0
20513,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,Iran,0.0,1,0,0,0
20342,The United Nations replaces all 193 country flags with LGBT flags.,2,NGC,0,Global Politics,0.0,1,0,0,0
20446,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20110,"Cancer deaths in the U.S. are falling — with four million deaths prevented since 1991 — according to the American Cancer Society’s annual report, which highlighted declines in smoking, early detection and greatly improved treatments.",1,NGC,1,Medicine/Public Health,1.0,1,0,0,0
20515,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,Iran,0.0,1,0,0,0
20300,Hillary Clinton has third heart attack — docs says she 'won't survive'.,2,NGC,0,Political Figures,0.0,1,0,0,0
20398,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20049,UK Health Security Agency data: COVID-19 vaccine effectiveness against hospitalization remains above 75% for adults 65+ who received updated booster.,1,NGC,1,Vaccines,1.0,0,0,0,0
20010,New findings suggest Black people four times as likely to test positive for COVID-19,1,NGC,1,Covid,1.0,0,0,0,0
20011,"Latinx people more vulnerable to COVID-19, US study finds",1,NGC,1,Covid,1.0,1,0,0,0
20128,HEALTH EXCLUSIVE: Hydrochloroquine New Cure for Skin Cancer,1,NGC,0,Medicine/Public Health,0.0,1,0,0,0
20168,"Planned Parenthood selling “viable nonanomalous” fetuses to University of California, San Diego for experimentation",1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20158,Study: 34% of children put on transgender puberty blockers end up becoming mental cases,1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20327,FORMER MEXICAN PREZ Sends “Middle Finger” To TRUMP Days Before “Apology”: “Don’t play around with us…We can jump walls…We can swim rivers…And we can defend ourselves”,2,NGC,0,Global Politics,0.0,0,0,0,0
20180,DOJ fires dozens of prosecuters who habdled Jan. 6 cases,2,NGC,1,Jan 6th,0.0,1,0,0,0
20061,"People who have received flu vaccines in the past three to five years will “probably test positive” for COVID-19, sstudy finds.",1,NGC,0,Vaccines,0.0,0,0,0,0
20442,"PRESIDENT VLADIMIR PUTIN RELEASED 35,000 CHILDREN FROM TUNNELS AND SUBWAY IN UKRAINE",3,NGC,0,Ukraine/Russia,0.0,0,0,0,0
20389,SCOOP: Ben & Jerry’s now selling “Free Palestine” and “From the River to Sea” ice cream flavors.,3,NGC,0,Palestine/Isreal,0.0,1,0,0,0
20261,A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.,2,NGC,0,Elections,0.0,0,0,0,0
20161,Abortion activists launch airbone 'abortion drone' to air-drop abortion pills to citizens ,1,NGC,0,Sexual/Gender Health,0.0,1,0,0,0
20044,"COVID mRNA vaccines do NOT cause cancer or make cancer return. No scientific evidence suggests ANY vaccine causes cancer. In fact, some vaccines (like HPV & Hepatitis B) help prevent cancer.",1,NGC,1,Vaccines,1.0,1,0,0,0
20431,The Pentagon admits to accidentally sending $6.2 billion to Ukraine.”,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20263,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,Elections,0.0,0,0,0,0
20293,NEWS JUST IN: Barack and Michel Obama 'Locked in Bombshell Divorce of the Century' —And How It Is Set to Cost Power Couple a $70Million Fortune,2,NGC,0,Political Figures,0.0,0,0,0,0
20039,WHO warns of declining global vaccination rates: Coverage dropped from 86% to 81% in past year. Urges renewed focus on equity.,1,NGC,1,Vaccines,1.0,0,0,0,0
20163,Report: Two-pill abortion regimen of mifepristone 22X more dangerous than what the FDA claims,1,NGC,0,Sexual/Gender Health,0.0,0,0,0,0
20173,EXCLUSIVE: Trump has a new plan to save himself in a Jan 6 prosecution ... blame the whole thing on his insurrectionist lawyers https://www.rollingstone.com/politics/politics-features/donald-trump-jan6-jack-smith-rudy-giuliani-john-eastman-1234798826/,2,NGC,1,Jan 6th,0.0,0,0,0,0
20007,"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",1,NGC,1,Covid,1.0,0,0,0,0
20212,"TRUMP: In 2017, Illegal Immeigration on the U.S.-Mexico border is ""the lowest in 17 years.""",2,NGC,1,Immigration,1.0,0,0,0,0
20067,The second COVID booster has eight strains of HIV.,1,NGC,0,Vaccines,0.0,1,0,0,0
20153,"About 21.5 million women and girls of reproductive age live in states that ban abortions completely, or after six weeks of pregnancy, Census data shows.",1,NGC,1,Sexual/Gender Health,1.0,1,0,0,0
20466,Former Iranian Deputy FM Mohammad-Javad Larijani Threatens: A Drone Can Hit Trump in the Bellybutton While He Is Sunbathing at Mar-a-Lago; Macron Could Be Hit While Partying at a Discotheque,3,NGC,1,Iran,0.0,1,0,0,0
20447,Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.,3,NGC,0,Ukraine/Russia,0.0,1,0,0,0
20268,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.",2,NGC,0,Elections,0.0,0,0,0,0
20090,New report: Fentanyl leading cause of death among teens and young adults.,1,NGC,0,Drug Crisis,1.0,0,0,0,0
20031,"Hydroxychloroquine is why Uganda, with a population of 43M, has only 15 COVID-19 deaths.",1,NGC,0,Covid,0.0,0,0,0,0
20008,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,Covid,0.0,0,0,0,0
20453,"Biden-Funded Ukrainian Military Tortures, Kills, and EATS Innocent Russian Civilians",3,NGC,0,Ukraine/Russia,0.0,0,0,0,0
