id,claim,domain,structure,label,topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
10126.0,"JK Rowling is now claiming that the Nazis didn't burn books on trans healthcare.  In fact the Institut Sexualwissenschaft (Institute for Sexology) was active in Berlin for 14 years until it, along with its libraries, were destroyed by the Nazis in 1933.",1.0,UGC,1.0,Sexual/Gender Health,0.0,0,1.0,1.0,4
10116.0,School Nurse Suspended For Revealing Connecticut Public School Was Secretly Giving Children Puberty Blockers Behind Their Parents' Backs. They better prepare for lawsuits for these schools.   ,1.0,UGC,0.0,Sexual/Gender Health,1.0,0,1.0,1.0,4
10165.0,"Examination of child mortality rates in the US, UK, and Denmark in the decades before and after the introduction of the measles vaccine revealed that nearly half of all childhood deaths from infectious disease could be related to MV [measles] infection when the disease was prevalent.",1.0,UGC,1.0,Vaccines,1.0,0,1.0,1.0,4
10098.0,"When you're infected with #measles, your #immune system abruptly forgets every pathogen it's ever encountered before – every cold, every bout of flu, every exposure to bacteria or viruses, every #vaccination. ",1.0,UGC,1.0,Medicine/Public Health,1.0,0,1.0,1.0,4
10327.0,Trudeau called the freedom convoy a fringe minority movement! ABSOLUTELY RIDICULOUS!!! JUST LOOK AT THE TURN OUTS. ,2.0,UGC,1.0,Global Politics,1.0,1,1.0,1.0,4
10085.0,"Vegetable oils, such as corn oil, soybean oil and canola oil, have been linked to heart disease,gastrointestinal disease, inflammatory conditions, cancer and other chronic diseases.Replacing them with healthy fats is one of the simplest ways to boost your health. Link in bio for a list of your healthiest options. https://bit.ly/39boUKm",1.0,UGC,1.0,Medicine/Public Health,0.0,1,1.0,1.0,4
10148.0,"THE VACCINES COMPROMISED THE IMMUNE SYSTEM..SO IT WILL NOT ACT AS IT WAS DESIGNED BY GOD TO DO..THEY KNEW WHAT THEY WERE DOING.. WHICH IS WHY THIS NATION NEVER MENTIONED ANY SIDE EFFECTS..THEY WANT A NEW WORLD ORDER..BUT GOD ALONE RULES OVER THE NATIONS AND HE IS ABOUT TO CUT DOWN,UPROOT,DESTROY AND OVERTHROW HIS ENEMIES..THOSE WHO MANDATED THESE VACCINES WILL SEE THEIR END IN HELL<emoji: fire><emoji: fire><emoji: fire>",1.0,UGC,0.0,Vaccines,0.0,0,1.0,1.0,4
10074.0,Psaki Says Everyone Will Have To Show Proof Of Vaccination Before Receiving Free Crack Pipe https://babylonbee.com/news/psaki-says-everyone-will-have-to-show-proof-of-vaccination-before-receiving-free-crack-pipe/,1.0,UGC,0.0,Medicine/Public Health,0.0,0,1.0,1.0,4
10182.0,PELOSI WAS BEHIND THE FBI INFILTRATING JAN 6TH TO STIR UP TROUBLE..SHOW US THE HOURS OF TAPE....AND THEN RELEASE THOSE YOU LOCKED UP AND LETS THROW YOU IN PRISON FOR TREASON<emoji: rage><emoji: fire><emoji: fire>,2.0,UGC,0.0,Jan 6th,0.0,0,1.0,1.0,4
10004.0,IF MASKS ACTUALLY WORKED THEY WOULD HAVE BEEN BANNED... JUST LIKE HYDROXYCHLOROQUINE,1.0,UGC,0.0,Covid,0.0,1,1.0,1.0,4
10025.0,Testing negative doesn’t guarantee you don’t have covid but you’re more likely to test positive when your viral load is high (which also correlated with how contagious you are). ,1.0,UGC,1.0,Covid,1.0,1,1.0,1.0,4
10139.0,NONE OF THE JABS ARE ACTUALLY VACCINES..THEY ARE EXPERIMENTS USED TO CONTROL OUR POPULATION!!,1.0,UGC,0.0,Vaccines,1.0,0,1.0,1.0,4
10029.0,"But while #flu is sickening more people, #Covid continues to make more people sicker. Statistics show, more people are being hospitalized for Covid & while Covid death rates are a fraction of what they were 2-3 years ago, Covid still kills a lot more people than flu.",1.0,UGC,1.0,Covid,1.0,1,1.0,1.0,4
10245.0,THE ENTIRE WORLD KNOWS THAT THE ELECTION WAS STOLEN! PRESIDENT TRUMP WON! AND EVERYONE KNOWS IT! ESPECIALLY THE THIEVES WHO STOLEN IT!!!,2.0,UGC,0.0,Elections,0.0,1,1.0,1.0,4
10149.0,"Australia's brutal mandated COVID-19 vaccine program a complete failure.  Of deaths in NSW this week, 97/98 (99%) where among the fully vaccinated.  Vaccination increased the risk for hospitalization and ICU transfer.  We do not need specialized statistics to understand the COVID-19 vaccines (mRNA, adenoviral, and antigen based) have failed at stopping transmission, occurrence, hospitalization or death.  A complete bust for the mandated products that have ruined so many lives.",1.0,UGC,0.0,Vaccines,1.0,1,1.0,1.0,4
10502.0,NO wars have ended in 2025. NO wars ended due to tariffs\nIsrael/Gaza- still volatile \nArmenia/Azerbaijan No treaty ratified \nRwanda/Congo: violence continues\nThailand/Cambodia Unresolved\nIsrael/Iran Still at war\nEgypt/Ethiopia No deal\nPakistan/India still tension \nSerbia/Kosovo still tension,3.0,UGC,1.0,Iran,0.0,0,1.0,1.0,4
10367.0,"Even worse, ADL is now saying that calling Israel an apartheid state is itself antisemitic and ""anti-Israel bias""",3.0,UGC,1.0,Palestine/Isreal,0.0,1,1.0,1.0,4
10441.0,"Russia could flatten them if they wanted, in 5 minutes. Those Ukraines are suffering because of election fraud has consequences. In their country and ours.  The deep state helped Zelenskyy put up a fake election so that he could continue being Biden and the Dem's money laundering machine. https://www.weforum.org/people/volodymyr-zelenskyy",3.0,UGC,0.0,Ukraine/Russia,1.0,1,1.0,1.0,4
10018.0,"My anecdotal sense is that covid damaged our attention spans, and there is some data to back it up. ""Results suggest that aggressiveness and inattentiveness of drivers increased significantly after the outbreak of COVID-19, leading to a higher likelihood of severe crashes."" www.ncbi.nlm.nih.gov/pmc/articles...",1.0,UGC,1.0,Covid,1.0,0,1.0,1.0,4
10274.0,"BIDEN AND SON COMPROMISED BY CHINA,RUSSIA AND UKRAINE..PUT THIS NATUON IN GREAT PERIL <emoji: rage><emoji: fire><emoji: fire>",2.0,UGC,0.0,Elections,0.0,0,1.0,1.0,4
10103.0,DO NOT BUY MARLBORO CIGARETTES. They are secretly adding puberty blockers to make them legal for kids. ,1.0,UGC,0.0,Sexual/Gender Health,0.0,0,1.0,1.0,4
10016.0,"Covid-does NOT exist AS A VIRUS, and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",1.0,UGC,0.0,Covid,0.0,1,1.0,1.0,4
10128.0,"time again to remind everyone that leana wen was forced out of leadership at planned parenthood because she wanted to ""de-politicize"" the org — heeling the political arm, deemphasizing abortion rights and care for trans people to court an imagined broader donor base — during the trump administration",1.0,UGC,1.0,Sexual/Gender Health,0.0,1,1.0,1.0,4
10330.0,"Donald Tusk is set to take over as Poland's new PM, a big win to dismantle right-wing politics in poland",2.0,UGC,1.0,Global Politics,0.0,0,1.0,1.0,4
10488.0,"Trump has proudly claimed to have ""destroyed"" all of Iran's nuclear sites and capabilities, while also insisting that he ""stopped the war.” …Talks have broken off between Iran and the US and experts say Iran/Tehran could eventually resume its nuclear and uranium enrichment program.",3.0,UGC,1.0,Iran,0.0,1,1.0,1.0,4
10365.0,"“Israel” ran two propaganda ads during the #SuperBowl while carrying attacks from the land, air, and sea, on Rafah, killing at least 63 civilians, most of whom were children.",3.0,UGC,1.0,Palestine/Isreal,0.0,0,1.0,1.0,4
10391.0,Netanyahu has been defeated. Israel has been damaged beyond repair. The fake image of the civilized Israel has been shattered forever!!!,3.0,UGC,0.0,Palestine/Isreal,0.0,0,1.0,1.0,4
