id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20016,"Loss of smell may suggest milder COVID-19, study finds",1,NGC,1,Covid,1.0,1,0,0,1
20019,Fox News wins Pulitzer for coronavirus coverage.,1,NGC,0,Covid,0.0,1,0,0,1
20354,"
Israel says ceasefire back on after strikes kill more than 100 in Gaza",3,NGC,1,Palestine/Isreal,1.0,0,0,0,1
20100,DISGUSTING: New York add campaign tells fentanyl addicts to be empowered.,1,NGC,0,Drug Crisis,1.0,0,0,0,1
20499,Iran Blamed for Power Grid Disturbance After Major Blackout in Eastern Europe,3,NGC,0,Iran,1.0,0,0,0,1
20300,Hillary Clinton has third heart attack — docs says she 'won't survive'.,2,NGC,0,Political Figures,0.0,0,0,0,1
20015,Data shows number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.,1,NGC,1,Covid,1.0,1,0,0,1
20000,People of Color Face Heightened Risks as COVID-19 Surges Again,1,NGC,1,Covid,1.0,0,0,0,1
20431,The Pentagon admits to accidentally sending $6.2 billion to Ukraine.”,3,NGC,0,Ukraine/Russia,1.0,1,0,0,1
20483,"Pelosi: Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",3,NGC,1,Iran,1.0,0,0,0,1
20464,Russia and Iran sign a partnership treaty to deepen their ties in the face of Western sanctions,3,NGC,1,Iran,1.0,1,0,0,1
20034,Florida Surgeon General sends out letter supproting parents sending unvaccinated children to school during the outbreak and does not recommend vaccination.,1,NGC,1,Vaccines,1.0,0,0,0,1
20105,"MILESTONE: US projected to top 2 million new cancer diagnoses in 2024 for first time. While deaths decline, incidence rising for 6 of top 10 cancers including breast, prostate, and pancreatic cancer.",1,NGC,1,Medicine/Public Health,1.0,0,0,0,1
20506,"Zohran Mamdani, Favorite for New York Mayor, Has Ties to Pro-Hamas Networks and Allies of Iran, Cuba, and China, Analysts Warn",3,NGC,0,Iran,1.0,0,0,0,1
20142,STUDY: 11.2% of late-term abortions in Quebec from 1989 to 2021 resulted in live births,1,NGC,1,Sexual/Gender Health,1.0,0,0,0,1
